4500,1,1,2016,5,0,40,50
8000,2,1,2016,6,1,60,80
9500,3,1,2016,0,2,88,92
5000,4,1,2016,1,3,90,90
0,5,1,2016,2,2,90,80
4500,6,1,2016,3,3,80,90
4000,7,1,2016,4,1,60,80
4500,8,1,2016,5,0,40,50
8000,9,1,2016,6,0,30,50
9500,10,1,2016,0,0,40,50
5000,11,1,2016,1,1,60,80
0,12,1,2016,2,2,88,92
5000,13,1,2016,3,3,90,90
4500,14,1,2016,4,2,90,80
5500,15,1,2016,5,3,80,90
10000,16,1,2016,6,1,60,80
9500,17,1,2016,0,0,40,50
5000,18,1,2016,1,0,30,50
0,19,1,2016,2,0,40,50
4500,20,1,2016,3,1,60,80
4000,21,1,2016,4,2,88,92
4500,22,1,2016,5,3,90,90
8000,23,1,2016,6,2,90,80
9500,24,1,2016,0,3,80,90
5000,25,1,2016,1,1,60,80
0,26,1,2016,2,0,40,50
4500,27,1,2016,3,0,30,50
4000,28,1,2016,4,0,40,50
4500,29,1,2016,5,1,60,80
8000,30,1,2016,6,2,88,92
9500,31,1,2016,0,3,90,90
5000,1,2,2016,1,2,90,80
0,2,2,2016,2,3,80,90
4500,3,2,2016,3,1,60,80
4000,4,2,2016,4,0,40,50
5000,5,2,2016,5,0,30,50
8500,6,2,2016,6,0,40,50
9000,7,2,2016,0,1,60,80
4500,8,2,2016,1,2,88,92
0,9,2,2016,2,3,90,90
4500,10,2,2016,3,2,90,80
4000,11,2,2016,4,3,80,90
4500,12,2,2016,5,1,60,80
8000,13,2,2016,6,0,40,50
9500,14,2,2016,0,0,30,50
5000,15,2,2016,1,0,40,50
0,16,2,2016,2,1,60,80
4500,17,2,2016,3,2,88,92
4000,18,2,2016,4,3,90,90
5000,19,2,2016,5,2,90,80
8500,20,2,2016,6,3,80,90
9000,21,2,2016,0,1,60,80
4500,22,2,2016,1,0,40,50
0,23,2,2016,2,0,30,50
4500,24,2,2016,3,0,40,50
4000,25,2,2016,4,1,60,80
4500,26,2,2016,5,2,88,92
8000,27,2,2016,6,3,90,90
9500,28,2,2016,0,2,90,80
5000,29,2,2016,1,3,80,90
0,1,3,2016,2,1,60,80
5000,2,3,2016,3,0,40,50
4500,3,3,2016,4,0,30,50
5500,4,3,2016,5,0,40,50
10000,5,3,2016,6,1,60,80
9500,6,3,2016,0,2,88,92
5000,7,3,2016,1,3,90,90
0,8,3,2016,2,2,90,80
4500,9,3,2016,3,3,80,90
4000,10,3,2016,4,1,60,80
4500,11,3,2016,5,0,40,50
8000,12,3,2016,6,0,30,50
9500,13,3,2016,0,0,40,50
5000,14,3,2016,1,1,60,80
0,15,3,2016,2,2,88,92
4500,16,3,2016,3,3,90,90
4000,17,3,2016,4,2,90,80
4500,18,3,2016,5,3,80,90
8000,19,3,2016,6,1,60,80
9500,20,3,2016,0,0,40,50
5000,21,3,2016,1,0,30,50
0,22,3,2016,2,0,40,50
4500,23,3,2016,3,1,60,80
4000,24,3,2016,4,2,88,92
4500,25,3,2016,5,3,90,90
8000,26,3,2016,6,2,90,80
9500,27,3,2016,0,3,80,90
5000,28,3,2016,1,1,60,80
0,29,3,2016,2,0,40,50
5000,30,3,2016,3,0,30,50
4500,31,3,2016,4,0,40,50
5500,1,4,2016,5,1,60,80
10000,2,4,2016,6,2,88,92
9500,3,4,2016,0,3,90,90
5000,4,4,2016,1,2,90,80
0,5,4,2016,2,3,80,90
4500,6,4,2016,3,1,60,80
4000,7,4,2016,4,0,40,50
4500,8,4,2016,5,0,30,50
8000,9,4,2016,6,0,40,50
9500,10,4,2016,0,1,60,80
5000,11,4,2016,1,2,88,92
0,12,4,2016,2,3,90,90
4500,13,4,2016,3,2,90,80
4000,14,4,2016,4,3,80,90
4500,15,4,2016,5,1,60,80
8000,16,4,2016,6,0,40,50
9500,17,4,2016,0,0,30,50
5000,18,4,2016,1,0,40,50
0,19,4,2016,2,1,60,80
4500,20,4,2016,3,2,88,92
4000,21,4,2016,4,3,90,90
4500,22,4,2016,5,2,90,80
8000,23,4,2016,6,3,80,90
9500,24,4,2016,0,1,60,80
5000,25,4,2016,1,0,40,50
0,26,4,2016,2,0,30,50
5000,27,4,2016,3,0,40,50
4500,28,4,2016,4,1,60,80
5500,29,4,2016,5,2,88,92
10000,30,4,2016,6,3,90,90
9500,1,5,2016,0,2,90,80
5000,2,5,2016,1,3,80,90
0,3,5,2016,2,1,60,80
4500,4,5,2016,3,0,40,50
4000,5,5,2016,4,0,30,50
4500,6,5,2016,5,0,40,50
8000,7,5,2016,6,1,60,80
9500,8,5,2016,0,2,88,92
5000,9,5,2016,1,3,90,90
0,10,5,2016,2,2,90,80
4500,11,5,2016,3,3,80,90
4000,12,5,2016,4,1,60,80
4500,13,5,2016,5,0,40,50
8000,14,5,2016,6,0,30,50
9500,15,5,2016,0,0,40,50
5000,16,5,2016,1,1,60,80
0,17,5,2016,2,2,88,92
4500,18,5,2016,3,3,90,90
4000,19,5,2016,4,2,90,80
4500,20,5,2016,5,3,80,90
8000,21,5,2016,6,1,60,80
9500,22,5,2016,0,0,40,50
5000,23,5,2016,1,0,30,50
0,24,5,2016,2,0,40,50
5000,25,5,2016,3,1,60,80
4500,26,5,2016,4,2,88,92
5500,27,5,2016,5,3,90,90
10000,28,5,2016,6,2,90,80
9500,29,5,2016,0,3,80,90
5000,30,5,2016,1,1,60,80
0,31,5,2016,2,0,40,50
4500,1,6,2016,3,0,30,50
4000,2,6,2016,4,0,40,50
4500,3,6,2016,5,1,60,80
8000,4,6,2016,6,2,88,92
9500,5,6,2016,0,3,90,90
5000,6,6,2016,1,2,90,80
0,7,6,2016,2,3,80,90
4500,8,6,2016,3,1,60,80
4000,9,6,2016,4,0,40,50
4500,10,6,2016,5,0,30,50
8000,11,6,2016,6,0,40,50
9500,12,6,2016,0,1,60,80
5000,13,6,2016,1,2,88,92
0,14,6,2016,2,3,90,90
4500,15,6,2016,3,2,90,80
4000,16,6,2016,4,3,80,90
4500,17,6,2016,5,1,60,80
8000,18,6,2016,6,0,40,50
9500,19,6,2016,0,0,30,50
5000,20,6,2016,1,0,40,50
0,21,6,2016,2,1,60,80
5000,22,6,2016,3,2,88,92
4500,23,6,2016,4,3,90,90
5500,24,6,2016,5,2,90,80
10000,25,6,2016,6,3,80,90
9500,26,6,2016,0,1,60,80
5000,27,6,2016,1,0,40,50
0,28,6,2016,2,0,30,50
4500,29,6,2016,3,0,40,50
4000,30,6,2016,4,1,60,80
